,Word,Occurance
1543,balanced,16
1544,amendment,124
1545,floor,9
1546,lets,180
1547,ball,27
1548,pays,32
1549,emphasize,4
1550,positive,104
1551,confrontation,5
1552,macmiller,18
1553,song,42
1554,gets,173
1555,16m,2
1556,hits,83
1557,wouldnt,68
1558,flattered,2
1559,ceiling,28
1560,trumpvloghttpbitlyotf1zf,1
1561,sometimes,70
1562,bad,831
1563,el,40
1564,foldohttpbitlyoprtzh,1
1565,while,374
1566,tries,18
1567,push,45
1568,gun,67
1569,control,151
1570,httpbitlyp27g2k,1
1571,still,306
1572,project,58
1573,runnerhttpbitlypdtrow,1
1574,abandoned,23
1575,israel,148
1576,engaged,9
1577,muslim,45
1578,brotherhood,29
1579,arab,26
1580,ithttppoliticoqutxsa,1
1581,named,79
1582,top10,1
1583,usand,2
1584,take,579
1585,httpbitlyq0lfik,1
1586,httpbitly9nxpbd,2
1587,taxed,14
1588,enough,203
1589,rules,53
1590,radicals,9
1591,prefers,1
1592,therealteenusa,1
1593,missteenusacom,1
1594,teenusa,1
1595,increased,47
1596,discretionary,1
1597,annually,5
1598,amassed,3
1599,trillion,75
1600,teahttponwsjcomonsy3b,1
1601,marcorubio,30
1602,create,115
1603,taxpayers,31
1604,balancehttponforbespbvguq,1
1605,husband,43
1606,jared,9
1607,birth,37
1608,arabella,1
1609,rose,39
1610,must,948
1611,act,154
1612,let,365
1613,aroundhttpbitlynrahb7,1
1614,sold,71
1615,guns,49
1616,mexican,54
1617,drug,110
1618,lords,7
1619,doj,33
1620,erodes,1
1621,2nd,127
1622,rights,57
1623,dollar,97
1624,spends,23
1625,costs,54
1626,140,5
1627,interest,128
1628,borrowed,4
1629,children,102
1630,grandchildrens,1
1631,cutcapbalance,1
1632,doesnt,296
1633,waste,112
1634,defunding,5
1635,any,531
1636,ordering,5
1637,raise,94
1638,limithow,1
1639,low,191
1640,nation,232
1641,sunk,7
1642,ericcantor,2
1643,con,41
1644,peopleif,1
1645,goods,26
1646,eventually,13
1647,seeks,8
1648,destroy,103
1649,credit,109
1650,continues,117
1651,hemorrhage,1
1652,jobs,705
1653,such,377
1654,total,525
1655,failureas,1
1656,httponforbescdzman,3
1657,tax,406
1658,increase,95
1659,historyrepeal,1
1660,robust,5
1661,economic,191
1662,growth,109
1663,problemnot,1
1664,cuts,168
1665,elderly,3
1666,addicted,6
1667,into,700
1668,insolvency,3
1669,proves,20
1670,enemythey,1
1671,redstate,12
1672,amendmentpoliticians,1
1673,gang,45
1674,six,30
1675,unmitigated,2
1676,disaster,239
1677,needs,453
1678,repeal,86
1679,gretawire,92
1680,leaders,228
1681,leading,88
1682,oblivionhttpbitlyoslqvm,1
1683,increasing,16
1684,america’s,54
1685,weakens,1
1686,domestically,3
1687,internationally,5
1688,senator,216
1689,2007,4
1690,ronald,49
1691,kesslers,1
1692,secrets,11
1693,fbi,269
1694,unfortunatelybarackobamas,1
1695,continued,24
1696,attack,221
1697,lead,187
1698,ever,760
1699,rising,36
1700,gas,106
1701,prices,142
1702,pump,9
1703,fiscal,36
1704,discipline,6
1705,social,64
1706,security,394
1707,growing,29
1708,economynot,1
1709,pressure,72
1710,httpbitlyqji442,1
1711,sadly,83
1712,private,76
1713,sector,33
1714,backgroundand,1
1715,shows,173
1716,mismanagement,3
1717,cash,36
1718,costing,11
1719,taxpayer,23
1720,billionscut,1
1721,fraud,103
1722,funding,48
1723,seniors,12
1724,situation,82
1725,norway,3
1726,amanda,2
1727,knox,3
1728,httpbitlynutnvb,1
1729,crazy,173
1730,everything,254
1731,httpbitlynksbbf,1
1732,americas,81
1733,greater,54
1734,gdp,51
1735,default,6
1736,wo,7
1737,themselvesus,1
1738,toughest,10
1739,negotiatorand,1
1740,kill,49
1741,creationcut,1
1742,wild,37
1743,government,295
1744,away,228
1745,ask,149
1746,pose,3
1747,pictures,17
1748,camera,8
1749,works,72
1750,timethey,1
1751,maybe,122
1752,nervous,26
1753,newsmax,48
1754,totally,411
1755,boehner,7
1756,fold,10
1757,httpbitlyn7ahdk,1
1758,karlroves,4
1759,crossroadsgps,2
1760,criticizes,5
1761,excessive,6
1762,borrowing,10
1763,didnt,186
1764,bush,237
1765,same,296
1766,released,151
1767,plan,163
1768,ineffective,32
1769,chance,159
1770,appreciate,71
1771,words,217
1772,mike,130
1773,huckabee,10
1774,fine,72
1775,httpbitlypebsgy,1
1776,leachs,2
1777,swing,20
1778,sword,1
1779,coach,37
1780,written,75
1781,definitely,64
1782,worth,101
1783,quit,49
1784,hit,230
1785,comeback,26
1786,blue,99
1787,commission,20
1788,agree,347
1789,future,212
1790,idea,109
1791,refight,1
1792,fight,260
1793,loses,22
1794,watched,139
1795,hannity,20
1796,reid,10
1797,planimportant,1
1798,victory,176
1799,panels,8
1800,problem,234
1801,expresidential,1
1802,pollster,15
1803,pat,12
1804,cadell,1
1805,voters,111
1806,sick,70
1807,parties,16
1808,failure,92
1809,disappointed,24
1810,demsgiving,1
1811,mistake,110
1812,defense,98
1813,strong,480
1814,help,405
1815,strengthen,15
1816,created,79
1817,httpbitlypl9wdp,1
1818,learn,140
1819,worse,187
1820,httpbitlypwggsq,2
1821,cnbcs,3
1822,squawk,4
1823,httpdecklyhzmkl,1
1824,approved,53
1825,httpbitlyr56tpc,1
1826,politicians,153
1827,negotiator,17
1828,wake,35
1829,eating,10
1830,lunch,18
1831,believe,449
1832,proper,26
1833,leadership,267
1834,pass,98
1835,white,354
1836,joe,147
1837,stealing,14
1838,statements,71
1839,ideas,74
1840,without,279
1841,story,329
1842,republican,503
1843,candidateshttpbitlypyrgol,1
1844,giovannis,1
1845,coal,31
1846,fire,116
1847,pizza,8
1848,florida,299
1849,donating,9
1850,feed,6
1851,750,6
1852,youngsters,1
1853,httpbitlyn7lorz,1
1854,officially,42
1855,became,59
1856,100,205
1857,barackobamas,156
1858,50th,5
1859,birthdaycoincidence,1
1860,demanded,9
1861,agency,12
1862,downgraded,8
1863,hope,492
1864,httpdecklyx0tdx,1
1865,uncertain,2
1866,httpbitlynpft9n,1
1867,care,244
1868,impact,53
1869,opec,65
1870,mahmoud,1
1871,ahmadinejad’s,1
1872,confidant,1
1873,rostam,1
1874,ghasemi,1
1875,commander,14
1876,revolutionar,1
1877,httpdecklyunuil,1
1878,sp,19
1879,downgrade,5
1880,result,51
1881,reckless,18
1882,owns,8
1883,hired,31
1884,andy,47
1885,radio,39
1886,americanowradio,6
1887,6pm,14
1888,httpgooglamnee,3
1889,talk,295
1890,httpbitlymqo62o,1
1891,httpbitlynxfqvo,1
1892,losers,129
1893,personal,38
1894,publicity,24
1895,order,237
1896,straighten,14
1897,terrible,314
1898,reputatio,1
1899,httpdecklypgl6v,1
1900,immediately,140
1901,resolving,1
1902,httpdeckly1upep,1
1903,countdown,3
1904,former,113
1905,httpdeckly9q2fk,1
1906,tell,224
1907,swipe,3
1908,state,550
1909,capital,26
1910,jerusalem,12
1911,jewish,27
1912,hol,1
1913,httpdeckly7qsgg,1
1914,interrupt,1
1915,vacation,37
1916,marthas,4
1917,oil,202
1918,rise,44
1919,despite,177
1920,horrible,131
1921,rip,21
1922,30,67
1923,needed,116
1924,fed,96
1925,flood,10
1926,market,199
1927,dollars,313
1928,move,157
1929,americanowradiohttpbitlyqsrhts,1
1930,httpbitlyrsbqme,1
1931,debate,386
1932,outcome,9
1933,ames,5
1934,straw,10
1935,leader,304
1936,mitt,103
1937,romney,111
1938,defend,53
1939,romneycare,1
1940,easy,138
1941,career,71
1942,dean,17
1943,contestant,6
1944,apprentic,1
1945,httpdecklyas2u1,1
1946,understanding,15
1947,believes,30
1948,ron,29
1949,paul,93
1950,wasting,52
1951,trillions,17
1952,afghanistan,49
1953,huckebee,1
1954,said,744
1955,appoint,7
1956,treasury,18
1957,secretary,119
1958,save,195
1959,reporters,45
1960,bumpi,1
1961,buying,56
1962,stocks,20
1963,goes,87
1964,played,107
1965,heads,30
1966,nice,541
1967,ethic,12
1968,httpbitlyrdp9bu,1
1969,unemployment,173
1970,plaguing,3
1971,hispanic,32
1972,youths,1
1973,troubling,1
1974,threat,57
1975,httpdecklymhdgw,1
1976,example,38
1977,wastes,8
1978,httpbitlyqpqhan,1
1979,owes,19
1980,httpbitlymwtibh,1
1981,amazingobama,1
1982,speaks,56
1983,downtrump,1
1984,tells,42
1985,stockmarket,1
1986,rush,31
1987,savage,7
1988,oreillymy,1
1989,favorites,8
1990,stephanopoulos,1
1991,httpabcnwsr8ki4t,1
1992,39,18
1993,gallup,8
1994,approval,110
1995,obamas,145
1996,constantly,41
1997,vacationhttpbitlyqr8ara,1
1998,httpbitlypcnvly,1
1999,karl,40
2000,rove,47
2001,houses,9
2002,housegave,1
2003,asking,107
2004,plane,36
2005,apprentices,2
2006,amandatmiller,6
2007,give,486
2008,tourhttpbitlyqtiqo6,1
2009,insurgents,2
2010,mount,6
2011,horrifying,4
2012,attacksus,1
2013,sekulow,2
2014,jordansekulow,1
2015,httpacljorg,1
2016,12pm,9
2017,barackobama’s,9
2018,certainly,32
2019,following,48
2020,borrow,14
2021,master,20
2022,delegator,1
2023,sent,65
2024,joebiden,14
2025,chinese,104
2026,laughing,84
2027,barraged,1
2028,rockets,5
2029,gaza,3
2030,respond,25
2031,accordingly,4
2032,citizens,59
2033,courts,33
2034,granting,4
2035,companies,170
2036,waivers,3
2037,eve,14
2038,httpdeckly42zld,1
2039,told,223
2040,socalled,67
2041,rebels,23
2042,50,108
2043,httpbitlynxkj0q,1
2044,stimulus,20
2045,complete,173
2046,repeat,5
2047,ronpaul,4
2048,serious,82
2049,deserve,51
2050,consideration,11
2051,media,710
2052,ignore,21
2053,libya,47
2054,waywhy,1
2055,europe,65
2056,celebrating,31
2057,qaddafi,1
2058,waswhat,1
2059,comes,114
2060,worsejust,1
2061,predicted,50
2062,condoned,1
2063,onechild,1
2064,policy,132
2065,httpdecklysjayl,1
2066,operation,21
2067,usually,9
2068,solution,52
2069,instance,4
2070,countrys,29
2071,solved,14
2072,election,556
2073,inherited,9
2074,106,2
2075,debtwill,1
2076,leave,97
2077,after,676
2078,term,109
2079,176,5
2080,chinas,32
2081,corporate,21
2082,espionage,9
2083,deals,170
2084,son,96
2085,erictrumpfdn,13
2086,lookhttpbitlyouhke2,1
2087,separately,7
2088,love,1023
2089,extravagantly,1
2090,spend,76
2091,dime,6
2092,substitute,5
2093,partiesi,1
2094,hurricane,79
2095,irene,1
2096,httpbitlyopftwa,1
2097,libyan,6
2098,given,164
2099,return,65
2100,military,472
2101,supportwe,1
2102,iran,346
2103,admits,18
2104,aiding,1
2105,ahmadinejad,4
2106,letter,48
2107,httpbitlypaspy1,1
2108,release,117
2109,begins,29
2110,negotiations,59
2111,continuing,33
2112,appropriations,2
2113,resolution,21
2114,crude,17
2115,85,4
2116,isn’t,69
2117,half,42
2118,ripping,31
2119,palestinians,6
2120,statehood,3
2121,terrorist,69
2122,hamas,5
2123,un,78
2124,unilaterally,7
2125,grants,7
2126,actions,35
2127,consequences,22
2128,fully,119
2129,repealed,16
2130,small,132
2131,businesses,56
2132,turn,126
2133,lockerbie,6
2134,bombernow,1
2135,interests,43
2136,reach,23
2137,far,457
2138,wideeven,1
2139,within,50
2140,reassess,2
2141,relationship,80
2142,transparently,1
2143,atf,1
2144,head,87
2145,kenneth,4
2146,melson,1
2147,resign,28
2148,yesterdayfast,1
2149,furious,24
2150,obviously,30
2151,dick,10
2152,cheney,3
2153,httpbitlymtunau,1
2154,taken,136
2155,islamic,41
2156,radicalswith,1
2157,failing,225
2158,epa,15
2159,energy,233
2160,109b,1
2161,httpbitlyoeldog,1
2162,stand,165
2163,firm,27
2164,uns,2
2165,ploy,5
2166,sabotage,7
2167,israelif,1
2168,pa,21
2169,defund,25
2170,speechhttpfxnwsomlgmc,1
2171,inept,14
2172,simply,48
2173,originally,17
2174,scheduling,2
2175,joint,37
2176,session,10
2177,7th,15
2178,sad,282
2179,mistakefast,1
2180,predicting,9
2181,2012,105
2182,effect,28
2183,2014,54
2184,expect,50
2185,semiautomatics,1
2186,hands,60
2187,killed,131
2188,price,92
2189,compared,24
2190,yearopec,1
2191,running,307
2192,speeches,35
2193,ours,21
2194,assembly,8
2195,entirely,7
2196,resp,1
2197,httpdecklyvkd5c,1
2198,instead,116
2199,repayment,1
2200,liberationhttpbitlypqbamc,1
2201,fix,206
2202,medicarenot,1
2203,selling,34
2204,dealers,9
2205,tough,315
2206,negotiatornot,1
2207,community,60
2208,organizer,6
2209,opportunityhttpbitlyotjwin,1
2210,ingrahamangle,42
2211,httpbitlyp7eddr,1
2212,dismal,9
2213,plans,82
2214,300,28
2215,client,8
2216,planning,45
2217,sovereignty,5
2218,irans,14
2219,nuclear,142
2220,program,57
2221,makes,166
2222,proudhttpbitlypwz8xi,1
2223,potus,122
2224,europesame,1
2225,old,208
2226,barackobamathe,2
2227,fail,56
2228,slash,4
2229,rate,129
2230,incentives,2
2231,boom,15
2232,macy’s,11
2233,herald,13
2234,square,21
2235,wednesday,38
2236,530pm,7
2237,celebrate,64
2238,home,239
2239,crystal,6
2240,iran’s,6
2241,means,90
2242,necessary,62
2243,forum,18
2244,ranks,7
2245,fifth,19
2246,competitive,18
2247,fallen,29
2248,under,330
2249,missuniverse,69
2250,httpbitlyqpet5z,1
2251,andyroddick,2
2252,trumpvloghttpbitlypa1yvc,1
2253,grow,39
2254,didn’t,197
2255,threatening,16
2256,regulations,38
2257,ny9,3
2258,approve,37
2259,mistreatment,3
2260,bobturner9th,2
2261,urging,10
2262,brooklyn,3
2263,bob,106
2264,turner,1
2265,tomorrowsend,1
2266,recover,16
2267,keeps,50
2268,spur,3
2269,invitational,9
2270,benefiting,7
2271,todayand,1
2272,httpdecklyhwhb2,1
2273,openly,21
2274,uncooperative,1
2275,investigation,115
2276,peak,1
2277,elmsford,1
2278,httpbi,1
2279,httpdecklyzqjak,1
2280,close,185
2281,loopholes,36
2282,favor,70
2283,foreign,154
2284,investments,22
2285,taking,194
2286,overseas,23
2287,t,54
2288,httpdecklyg6wci,1
2289,loud,21
2290,clear,61
2291,sending,60
2292,electing,8
2293,ally,31
2294,macys,211
2295,530,7
2296,department,81
2297,turnergreat,1
2298,businessman,77
2299,congressman,102
2300,teamcavuto,28
2301,httpbitlypzfjd7,1
2302,contains,3
2303,word,120
2304,330,3
2305,timesthat,1
2306,linked,7
2307,identified,5
2308,border,744
2309,agents,33
2310,murder,21
2311,scene,21
2312,come,453
2313,clean,69
2314,rickperry,2
2315,nightgreat,1
2316,straight,62
2317,shooter,17
2318,wait,318
2319,seehttpbitlyr8hgye,1
2320,solyndra,17
2321,scandal,56
2322,500million,1
2323,photo,48
2324,op,1
2325,loves,197
2326,imagine,74
2327,passed,79
2328,highs,10
2329,protecting,47
2330,manufacturing,65
2331,applaud,8
2332,netanyahu,30
2333,announcing,26
2334,excited,111
2335,listed,10
2336,attackwatch,1
2337,btw,6
2338,barackobamagreat,1
2339,extremely,31
2340,skilled,4
2341,venture,4
2342,capitalist,6
2343,stick,25
2344,memoirs,3
2345,cost,117
2346,bigger,107
2347,emmys,20
2348,trumpvloghttpbitlynqipm7,1
2349,tenth,1
2350,natural,25
2351,resources,19
2352,independent,46
2353,continue,200
2354,httpbitlypwf1wx,1
2355,increasingly,6
2356,concerned,49
2357,monitor,11
2358,closely,51
2359,australia,30
2360,raising,36
2361,aired,8
2362,httpvideocnbccomgalleryvideo3000045806,1
2363,httpdeckly7pcge,1
2364,seems,73
2365,reason,174
2366,hard,570
2367,clue,60
2368,method,4
2369,fundraiser,18
2370,loan,16
2371,aided,3
2372,solyndrahttplatmsomylcj,1
2373,sorry,107
2374,gathering,5
2375,orlandothere,1
2376,spiritobama,1
2377,thinkthink,1
2378,businessthe,2
2379,backbone,9
2380,rick,48
2381,perry,18
2382,finished,59
2383,sydney,5
2384,melbourne,4
2385,anot,1
2386,httpdecklyhykfe,1
2387,stop,477
2388,ripoff,10
2389,neither,23
2390,friendthey,1
2391,beat,163
2392,looks,224
2393,completing,2
2394,winery,11
2395,virginia,137
2396,abuse,42
2397,addressed,6
2398,solve,51
2399,crisis,77
2400,enemies,57
2401,weakness,35
2402,httpdecklylerg4,1
2403,couldnt,61
2404,faith,47
2405,confab,1
2406,orlando,28
2407,videohttpbitlynv99vz,1
2408,china’s,25
2409,gain,38
2410,bankrupting,4
2411,ourselves,9
2412,investing,20
2413,unproven,3
2414,green,49
2415,care’s,1
2416,vest,2
2417,conveniently,7
2418,coincidence,13
2419,increases,31
2420,major,262
2421,spirit,62
2422,competitiveness,5
2423,b,55
2424,httpdecklygwq6v,1
2425,mittromne,1
2426,httpdecklyeuy2l,1
2427,mittromneyhttpbitlyqdvtu2,1
2428,wolfblitzercnn,5
2429,mittromneyhttpbitlypsa0a6,1
2430,globeandmail,2
2431,toronto,36
2432,httpbitlypuhq0s,1
2433,used,199
2434,struggling,8
2435,output,3
2436,too,503
2437,ar,2
2438,httpdecklyggzas,1
2439,seanhannity,185
2440,httpbitlyphtddq,1
2441,completely,55
2442,ubs,1
2443,number,161
2444,employers,8
2445,hiring,20
2446,postedtoronto,1
2447,proudhttpnatpostprnki0,1
2448,manipulating,6
2449,currency,63
2450,end,299
2451,rampant,11
2452,sleepy,68
2453,chuck,102
2454,todd,18
2455,falls,10
2456,tim,36
2457,russert,1
2458,present,48
2459,actual,18
2460,games,52
2461,performance,40
2462,videohttpbitlypfw6pi,1
2463,jonhuntsman,14
2464,zero,173
2465,nomination,42
2466,whoever,11
2467,mine,51
2468,lawrence,34
2469,odonnell,14
2470,msnbcoreilly,1
2471,meetings,78
2472,govchristiehttpbitlyqmuuux,1
2473,position,49
2474,advantages,2
2475,feds,10
2476,policies,95
2477,flooding,13
2478,face,111
2479,inflation,47
2480,iranians,16
2481,threatened,7
2482,warships,3
2483,coasts,3
2484,laugh,34
2485,allow,110
2486,solvent,1
2487,simplified,3
2488,code,18
2489,unfortunately,28
2490,incapable,16
2491,simplifying,4
2492,thrilled,33
2493,tailored,1
2494,clothing,6
2495,launched,10
2496,httpdecklyusldi,1
2497,myfoxny,3
2498,httpbitlyqexyik,1
2499,vpbiden,2
2500,actually,204
2501,once,221
2502,biden,67
2503,blame,45
2504,httpthedccomn1shno,1
2505,called,239
2506,havent,31
2507,returned,44
2508,boycott,31
2509,italy,17
2510,freedshe,1
2511,innocent,59
2512,billions,141
2513,solar,10
2514,soft,22
2515,respect,213
2516,numbers,309
2517,tragic,19
2518,letting,23
2519,fair,157
2520,rapidly,45
2521,dying,58
2522,bloodand,1
2523,spy,51
2524,amandaknox,2
2525,italian,5
2526,pay,269
2527,travesty,10
2528,usgovernment,1
2529,nothing,687
2530,thecelebrityapprentice,4
2531,setthe,1
2532,shooting,63
2533,weeksairs,1
2534,february,19
2535,braveheart,1
2536,planefantastic,1
2537,movie,31
2538,melgibson,1
2539,midas,76
2540,kiyosaki,6
2541,dad,35
2542,poor,87
2543,bookstores,1
2544,tomorrowits,1
2545,grea,1
2546,httpdecklyvkqh7,1
2547,sparknb,1
2548,atlantic,47
2549,canadamy,1
2550,recognized,16
2551,innocence,3
2552,amandaknoxgreat,1
2553,erinburnett,7
2554,torontodotcom,1
2555,httpbitlyrberx5,1
2556,charlottesville,18
2557,va,67
2558,grand,49
2559,thehermancain,4
2560,documents,40
2561,proving,14
2562,directly,31
2563,involved,67
2564,sellin,1
2565,httpdeckly7vthe,1
2566,super,81
2567,committee,85
2568,talks,89
2569,wasteful,9
2570,grown,8
2571,gallon,7
2572,doubled,13
2573,underdog,1
2574,lucky,64
2575,solid,27
2576,candidate,215
2577,cartels,13
2578,murders,7
2579,outrage,12
2580,type,12
2581,loans,15
2582,premium,12
2583,increaseswe,1
2584,condemning,2
2585,syria,164
2586,disgrace,77
2587,trying,229
2588,stupid,168
2589,arod,62
2590,less,155
2591,average,34
2592,unable,45
2593,drugs,94
2594,misrepresented,6
2595,th,5
2596,httpdeckly1qebc,1
2597,primary,132
2598,rebuilding,36
2599,rebuild,45
2600,cares,42
2601,reelection,22
2602,traveled,4
2603,earth,46
2604,bobbeckel,3
2605,resident,6
2606,liberal,69
2607,born,49
2608,brain,16
2609,80,18
2610,experienceit,1
2611,monetary,7
2612,spread,19
2613,lower,85
2614,unfriendly,2
2615,regulatory,6
2616,practices,9
2617,prez,63
2618,peoplenot,1
2619,intellectuals,2
2620,billionaire,68
2621,americai,1
2622,interesting,194
2623,numerous,42
2624,cursehttpbitlypcc3bd,1
2625,curse,5
2626,protesters,31
2627,upset,29
2628,protesting,6
2629,httpyoutube8su9b6f1ory,1
2630,httpyoutubeclgglplvol8,1
2631,1am,3
2632,buildup,4
2633,resolute,6
2634,maintain,10
2635,stores,9
2636,httpyoutube7q31wh8c6ao,1
2637,campaigning,40
2638,800000,5
2639,followers,43
2640,passing,39
2641,1m,11
2642,sooner,11
2643,later,61
2644,1299,1
2645,largest,46
2646,regime,19
2647,taiwans,1
2648,request,39
2649,66,8
2650,advanced,9
2651,f16s,1
2652,israeli,11
2653,saudi,58
2654,embassies,10
2655,diplomatic,9
2656,window,8
2657,closed,38
2658,cover,73
2659,stree,1
2660,httpdecklybnnfd,1
2661,publicly,17
2662,supporting,46
2663,ows,7
2664,protests,19
2665,httpapnewsopkzmd,1
2666,stagnant,5
2667,premiums,46
2668,iraqs,3
2669,treating,13
2670,fools,40
2671,mistakes,41
2672,matters,29
2673,blowing,15
2674,incompetent,87
2675,leadershiphttpbitlyqum5hz,1
2676,httpyoutubezpwnfetsd6e,1
2677,embraced,3
2678,decline,13
2679,evening,127
2680,outsourcing,7
2681,multibillion,1
2682,deficits,24
2683,infrastructure,47
2684,roads,17
2685,bridge,18
2686,httpdecklydduuc,1
2687,peoples,19
2688,finding,18
2689,watherealkiyosaki,1
2690,beckel,1
2691,commentator,5
2692,claims,60
2693,choices,18
2694,ones,50
2695,20,83
2696,unemployed,19
2697,disagree,16
2698,advance,14
2699,99,9
2700,gadhafis,1
2701,death,91
2702,misery,6
2703,index,11
2704,httpyoutubeeezbdthy1o4,1
2705,priced,4
2706,86barrel,1
2707,30barrel,2
2708,promote,21
2709,liberate,4
2710,protestors,5
2711,28,22
2712,idly,3
2713,steals,4
2714,enemy,89
2715,alltime,49
2716,wwii,9
2717,yen,1
2718,recklessness,1
2719,leaving,160
2720,expending,1
2721,amount,36
2722,blood,10
2723,treasure,17
2724,reimbursed,4
2725,httpyoutubes5kumurbvu,1
2726,failed,194
2727,creating,41
2728,529,1
2729,companyso,1
2730,manufactured,7
2731,finland,2
2732,adopting,1
2733,radical,156
2734,sharia,1
2735,law,249
2736,printing,2
